evaluation_num,kfold_split_num,username,video_stop_backward_seek_avg,qz_mean,mt_online_num_day,watched_time_weekday,video_avg_count,hw_mean,label_val_predict,label_val_test
81,9,Y1050178,-0.603621229322,-0.208636339812,-0.467895618932,0.583423241525,0.180443529106,-0.536191866707,26.6642967438,20.0
81,9,Y1050191,-0.603621229322,-0.136210312579,-0.467895618932,0.942452928617,2.73768864361,-0.541951351948,34.035825988,40.0
81,9,Y1050207,-0.149565682334,1.02919030743,-0.638524220707,2.19905683344,4.5979574765,-0.657141054357,56.8371733154,40.0
81,9,Y1050246,-0.603621229322,-0.669529240381,1.92090480593,-0.493665819752,-0.785497315188,0.652105104651,27.9150597634,30.0
81,9,Y1050250,-0.603621229322,-1.49255227711,2.77404781481,-0.493665819752,-0.7688431627,-0.369166798161,0.0,10.0
81,9,Y1050257,-0.603621229322,1.07527959749,-0.467895618932,0.0448787108865,-0.0610416819671,-0.588027232843,49.8134502302,40.0
81,9,Y1050268,0.172542097621,1.29914186348,-0.638524220707,-0.673180663298,-0.546371442356,-0.657141054357,52.0805605436,60.0
81,9,Y1050272,-0.603621229322,-1.49255227711,-0.638524220707,-1.57075488103,-0.927057611334,-0.657141054357,1.90078197996,0.0
81,9,Y9999989,-0.603621229322,1.02919030743,-0.638524220707,1.12196777216,-0.685572400261,-0.657141054357,45.2855290473,59.0
81,9,Y9999995,-0.603621229322,1.10161633467,-0.638524220707,2.91711620762,-0.0527146057232,-0.657141054357,45.7665201168,57.0
81,10,Y1050182,1.69930102169,1.30572604778,1.23839039882,-0.673180663298,0.200567296724,1.80791857955,80.1488786944,90.0
81,10,Y1050187,-0.603621229322,-0.439082790096,-0.638524220707,-1.21172519394,-0.485722570407,-0.657141054357,21.5828087978,20.0
81,10,Y1050194,-0.603621229322,-0.504924633035,-0.467895618932,1.48099745926,0.842446090498,-0.288534006164,24.2290113034,20.0
81,10,Y1050196,-0.603621229322,-1.13042214095,-0.638524220707,-0.13463613266,-0.818805620163,-0.657141054357,7.15214955777,10.0
81,10,Y1050199,-0.257674147978,-0.109873575404,1.23839039882,-0.852695506844,0.0166776962816,0.967033751237,45.7815656669,30.0
81,10,Y1050208,-0.603621229322,0.64730761839,0.214618788171,1.6605123028,0.762922512368,1.71576681776,68.4919561133,70.0
81,10,Y1050217,-0.603621229322,-1.32794766977,-0.638524220707,-1.57075488103,-0.927057611334,-0.657141054357,4.51653250615,10.0
81,10,Y1050218,-0.603621229322,-1.32794766977,-0.638524220707,-0.852695506844,-0.773006700822,-0.657141054357,4.13053291649,10.0
81,10,Y1050224,1.73152158307,1.46374647083,-0.467895618932,-0.314150976206,0.0853760752939,0.310452446848,66.0580467463,68.0
81,10,Y1050238,4.23963793855,1.20037909907,3.62719082368,0.0448787108865,-0.660591171529,0.287414506228,54.7983050059,40.0
81,10,Y1050253,-0.0654813223188,-0.867054769197,-0.467895618932,-0.13463613266,-0.19982628606,-0.564989292222,13.4554321503,10.0
81,10,Y1050254,-0.603621229322,-0.485172080153,2.77404781481,0.0448787108865,-0.277545664309,-0.0811925416198,25.0230696047,20.0
82,1,Y1050161,-0.603621229322,0.351019325166,-0.638524220707,-1.03221035039,-0.568993332846,-0.657141054357,36.776151685,40.0
82,1,Y1050191,-0.603621229322,-0.136210312579,-0.467895618932,0.942452928617,2.73768864361,-0.541951351948,30.1324538145,40.0
82,1,Y1050196,-0.603621229322,-1.13042214095,-0.638524220707,-0.13463613266,-0.818805620163,-0.657141054357,7.0551751802,10.0
82,1,Y1050201,-0.200016300281,0.752654567091,0.897133195273,-0.314150976206,0.609981878744,1.76069080175,71.435371002,68.0
82,1,Y1050204,2.15462197184,1.33206278495,-0.297267017156,-0.13463613266,0.319228133199,1.78971860678,80.7681915434,90.0
82,1,Y1050211,-0.200016300281,-0.537845554504,0.897133195273,1.84002714635,2.10399814145,0.0858325269254,25.910288108,40.0
82,1,Y1050218,-0.603621229322,-1.32794766977,-0.638524220707,-0.852695506844,-0.773006700822,-0.657141054357,4.14607303603,10.0
82,1,Y1050230,-0.603621229322,-1.49255227711,-0.638524220707,-1.57075488103,-0.927057611334,-0.657141054357,1.63809112182,0.0
82,1,Y1050232,1.21260095863,-0.899975690666,-0.638524220707,-0.13463613266,0.538507807595,-0.657141054357,10.6434104422,10.0
82,1,Y1050233,-0.603621229322,-1.19626398389,-0.638524220707,0.0448787108865,-0.210929054358,-0.657141054357,6.28627586921,10.0
82,1,Y1050264,0.240279988149,1.34523115354,-0.467895618932,1.30148261571,-0.13529144517,-0.484356500571,54.3922013598,40.0
82,1,Y1050272,-0.603621229322,-1.49255227711,-0.638524220707,-1.57075488103,-0.927057611334,-0.657141054357,1.63809112182,0.0
82,1,Y9999995,-0.603621229322,1.10161633467,-0.638524220707,2.91711620762,-0.0527146057232,-0.657141054357,47.2226204695,57.0
82,2,Y1050170,-0.603621229322,-1.49255227711,0.214618788171,1.30148261571,0.020147311411,0.645654481194,16.8927741028,10.0
82,2,Y1050172,0.0017861666621,-0.880223137785,-0.467895618932,-1.03221035039,0.297022596521,-0.657141054357,14.2214522813,10.0
82,2,Y1050174,-0.603621229322,1.26622094201,1.06776179705,0.583423241525,-0.339998736138,1.64826565185,77.885014418,80.0
82,2,Y1050178,-0.603621229322,-0.208636339812,-0.467895618932,0.583423241525,0.180443529106,-0.536191866707,27.0851845658,20.0
82,2,Y1050180,-0.119295312535,0.192998902114,-0.467895618932,-1.03221035039,-0.7688431627,-0.518913411328,33.3857779347,40.0
82,2,Y1050195,-0.119295312535,0.449782089574,-0.12663841538,-0.493665819752,1.01384507657,-0.115749452377,45.6301826123,40.0
82,2,Y1050226,-0.603621229322,0.627555065508,-0.467895618932,-0.13463613266,-0.0985135250648,-0.657141054357,40.6898414264,40.0
82,2,Y1050247,-0.603621229322,-0.261309814162,-0.12663841538,0.0448787108865,-0.668918247773,0.725135375936,40.2965116251,30.0
82,2,Y1050253,-0.0654813223188,-0.867054769197,-0.467895618932,-0.13463613266,-0.19982628606,-0.564989292222,13.9888236323,10.0
82,2,Y1050263,-0.603621229322,0.680228539859,-0.638524220707,-1.21172519394,0.929880391059,-0.657141054357,44.8037941446,40.0
82,2,Y9999989,-0.603621229322,1.02919030743,-0.638524220707,1.12196777216,-0.685572400261,-0.657141054357,45.9901836501,59.0
82,2,Y9999991,0.0882729382089,0.73290201421,-0.638524220707,0.762938085071,0.671741027497,-0.657141054357,42.6874416766,36.0
82,2,Y9999996,-0.603621229322,1.0686954132,-0.638524220707,-1.57075488103,-0.927057611334,-0.657141054357,48.4688127765,54.0
82,3,Y1050162,0.114884249923,0.087651953412,-0.638524220707,2.37857167699,3.38636788243,-0.657141054357,33.4473437076,30.0
82,3,Y1050163,-0.603621229322,-1.49255227711,-0.638524220707,-1.57075488103,-0.927057611334,-0.657141054357,1.97059155379,0.0
82,3,Y1050173,1.01079849169,1.29255767919,-0.297267017156,1.12196777216,0.798035017224,-0.242458125269,55.8150976353,70.0
82,3,Y1050200,0.0882729382089,-0.53126137021,0.214618788171,0.224393554433,1.75426093921,-0.0581546013453,27.7422602747,30.0
82,3,Y1050206,-0.163324940893,1.27280512631,-0.467895618932,-0.13463613266,-0.388573347533,0.460199060015,65.2652566552,70.0
82,3,Y1050208,-0.603621229322,0.64730761839,0.214618788171,1.6605123028,0.762922512368,1.71576681776,69.1735988703,70.0
82,3,Y1050235,-0.603621229322,-1.19626398389,-0.12663841538,0.0448787108865,-0.38579765548,-0.605305688221,6.6580552344,10.0
82,3,Y1050242,1.89139106855,-0.373240947158,-0.467895618932,-0.13463613266,0.509363040741,-0.657141054357,19.8255666405,20.0
82,3,Y1050248,-0.603621229322,-0.142794496873,0.385247389947,0.0448787108865,-0.643937019041,-0.000559749967904,32.3764505665,30.0
82,3,Y1050249,-0.603621229322,0.041562663355,2.60341921303,0.0448787108865,-0.53568502787,-0.380685768299,28.2482431625,30.0
82,3,Y9999987,-0.603621229322,-0.221804708399,-0.638524220707,-1.57075488103,-0.927057611334,-0.657141054357,25.3333273294,27.0
82,3,Y9999992,0.0017861666621,0.239088192171,-0.638524220707,1.48099745926,-0.0936560639502,-0.657141054357,31.2863744445,38.0
82,3,Y9999994,-0.603621229322,-0.439082790096,-0.638524220707,-0.13463613266,-0.743861933968,-0.657141054357,20.1923659905,20.0
82,4,Y1050164,0.203588633605,-1.49255227711,-0.638524220707,-1.21172519394,-0.893749306359,-0.657141054357,0.54365592505,0.0
82,4,Y1050166,-0.603621229322,-0.406161868627,-0.638524220707,-0.673180663298,-0.804927159754,-0.657141054357,21.2346294463,20.0
82,4,Y1050175,-0.257674147978,-0.182299602636,-0.297267017156,-0.13463613266,-0.3226506606,-0.449799589813,27.2481890315,30.0
82,4,Y1050212,-0.200016300281,-0.932896612136,-0.638524220707,-0.13463613266,0.00557492798417,-0.657141054357,11.5854448004,20.0
82,4,Y1050219,-0.603621229322,-0.149378681167,-0.467895618932,-0.13463613266,-0.680021016095,-0.150306363134,31.7996461219,20.0
82,4,Y1050220,0.0915834366182,-0.340320025689,-0.638524220707,-0.673180663298,0.342821515863,-0.657141054357,23.1052498606,30.0
82,4,Y1050224,1.73152158307,1.46374647083,-0.467895618932,-0.314150976206,0.0853760752939,0.310452446848,65.6633004019,68.0
82,4,Y1050229,-0.0938044742993,1.70077710541,1.06776179705,1.12196777216,0.225449393528,2.79094750101,100.0,99.0
82,4,Y1050255,1.110738762,0.739486198504,0.555875991722,0.224393554433,-0.311547892277,0.55626727192,53.7991280666,40.0
82,4,Y9999986,0.203588633605,0.765822935679,-0.297267017156,1.30148261571,0.958331234836,-0.380685768299,45.437271328,58.0
82,4,Y9999988,-0.603621229322,0.0744835848242,-0.638524220707,2.19905683344,-0.0152427626256,-0.657141054357,28.5329483715,33.0
82,4,Y9999997,-0.0447836348918,1.29255767919,-0.638524220707,-0.13463613266,-0.566911563785,-0.657141054357,51.7375777208,58.0
82,4,Y9999998,-0.603621229322,0.541960669688,-0.638524220707,0.942452928617,1.14916006545,-0.657141054357,39.8525874497,49.0
82,5,Y1050168,1.54893839869,-1.09750121948,-0.467895618932,0.0448787108865,-0.693899476505,-0.253977095406,10.1030571045,10.0
82,5,Y1050181,-0.603621229322,-0.109873575404,-0.638524220707,-1.57075488103,-0.927057611334,-0.657141054357,27.4433379678,20.0
82,5,Y1050185,0.0281082292523,1.33206278495,2.0915334077,0.403908397979,-0.404672361635,2.79855002138,90.1586336876,99.0
82,5,Y1050190,1.03097873984,1.29255767919,0.385247389947,0.583423241525,2.25888175959,2.0795358981,86.2995288868,90.0
82,5,Y1050193,-0.200016300281,-0.537845554504,-0.467895618932,-0.673180663298,-0.627282866553,-0.634103113737,18.7085653333,20.0
82,5,Y1050210,-0.603621229322,-0.406161868627,-0.638524220707,-0.13463613266,-0.756352548334,-0.657141054357,21.0506893232,20.0
82,5,Y1050213,-0.603621229322,-1.36086859124,-0.638524220707,-1.57075488103,-0.927057611334,-0.657141054357,3.85486141778,10.0
82,5,Y1050216,-0.603621229322,-1.36086859124,-0.638524220707,-0.314150976206,-0.743861933968,-0.657141054357,3.20049698181,10.0
82,5,Y1050236,-0.603621229322,-0.867054769197,2.60341921303,-1.03221035039,-0.893749306359,-0.242458125269,12.5758660502,20.0
82,5,Y1050237,-0.603621229322,-1.49255227711,-0.638524220707,-1.03221035039,-0.877095153871,-0.657141054357,1.04854755144,0.0
82,5,Y1050239,-0.603621229322,-1.22918490536,-0.467895618932,-1.03221035039,-0.910403458846,-0.634103113737,5.96627725473,10.0
82,5,Y1050259,-0.393044743131,1.53617249806,2.60341921303,2.19905683344,1.10752468423,1.68397445986,81.2859904944,80.0
82,5,Y1050265,2.69860093147,0.087651953412,-0.638524220707,1.12196777216,0.0638644616916,-0.657141054357,26.9573793246,20.0
82,6,Y1050165,-0.603621229322,-1.49255227711,-0.638524220707,-1.21172519394,-0.785497315188,-0.657141054357,1.63208559627,0.0
82,6,Y1050176,-0.603621229322,1.11478470325,0.726504593498,-0.493665819752,0.185717344033,2.64281354345,89.056304166,90.0
82,6,Y1050209,0.203588633605,1.1674581776,0.555875991722,0.0448787108865,-0.403839653978,2.29977860956,83.9568847825,85.0
82,6,Y1050223,0.276971347536,-0.518093001623,-0.467895618932,0.762938085071,0.0999484587208,-0.564989292222,19.440747934,20.0
82,6,Y1050225,3.29789309767,0.930427543025,1.23839039882,-0.13463613266,0.0338869871302,1.93001966446,72.3969233178,75.0
82,6,Y1050231,-0.603621229322,-1.22918490536,0.214618788171,-0.493665819752,-0.685572400261,-0.518913411328,6.95118263553,10.0
82,6,Y1050238,4.23963793855,1.20037909907,3.62719082368,0.0448787108865,-0.660591171529,0.287414506228,53.6805535574,40.0
82,6,Y1050241,0.0017861666621,-0.287646551338,0.0439901863953,0.583423241525,2.2080865945,-0.432521134435,28.4615452513,20.0
82,6,Y1050269,-0.603621229322,-1.16334306242,-0.638524220707,-1.57075488103,-0.927057611334,-0.657141054357,7.85950930042,10.0
82,6,Y1050271,-0.603621229322,-1.49255227711,-0.638524220707,-1.57075488103,-0.927057611334,-0.657141054357,1.73701018321,0.0
82,6,Y1050273,-0.603621229322,-0.0835368382283,0.0439901863953,-0.852695506844,-0.7688431627,1.12253984965,48.1408626919,40.0
82,6,Y9999993,-0.0470976617868,0.996269385964,-0.467895618932,0.942452928617,3.12198321227,-0.657141054357,51.2143120344,49.0
82,6,Y9999999,-0.200016300281,1.76661894835,-0.638524220707,0.583423241525,2.19975951826,-0.657141054357,64.7642169464,73.0
82,7,Y1050177,1.09151947943,-0.353488394276,-0.297267017156,0.403908397979,1.12140314467,-0.242458125269,27.1861143079,20.0
82,7,Y1050186,-0.231062831421,1.22671583625,0.555875991722,-0.493665819752,0.363639206472,2.30139126517,88.2202414696,85.0
82,7,Y1050192,-0.200016300281,0.785575488561,4.99221963789,0.942452928617,0.433031508477,2.09980928586,70.8981805576,70.0
82,7,Y1050202,0.713860582341,1.10820051896,0.214618788171,-0.493665819752,0.46911550559,2.04797391973,82.1929711435,75.0
82,7,Y1050221,-0.603621229322,1.16087399331,0.726504593498,0.224393554433,-0.793824391432,1.82035906742,78.8638368343,80.0
82,7,Y1050228,0.827197820896,0.765822935679,-0.12663841538,-0.673180663298,0.498954195436,1.35775722232,67.6755266874,66.0
82,7,Y1050244,2.3023342714,-0.932896612136,-0.638524220707,0.0448787108865,-0.302526893041,-0.657141054357,8.06716691841,10.0
82,7,Y1050246,-0.603621229322,-0.669529240381,1.92090480593,-0.493665819752,-0.785497315188,0.652105104651,29.5451044773,30.0
82,7,Y1050251,-0.603621229322,-1.49255227711,-0.638524220707,-0.493665819752,-0.677245324017,-0.657141054357,1.51426741657,0.0
82,7,Y1050258,-0.603621229322,-1.06458029801,-0.467895618932,0.0448787108865,-0.169293673138,-0.541951351948,11.0503793149,10.0
82,7,Y1050261,-0.603621229322,1.12136888755,0.214618788171,-0.852695506844,-0.785497315188,1.63905047588,77.2357957037,82.0
82,7,Y1050268,0.172542097621,1.29914186348,-0.638524220707,-0.673180663298,-0.546371442356,-0.657141054357,51.8239611524,60.0
82,7,Y1050270,-0.603621229322,0.397108615223,1.4090190006,0.942452928617,-0.491273954514,1.17045876601,55.8214543926,40.0
82,8,Y1050160,-0.603621229322,-0.195467971224,-0.638524220707,-0.493665819752,0.112439073112,-0.657141054357,27.2585602783,30.0
82,8,Y1050169,-0.603621229322,-1.49255227711,-0.638524220707,0.0448787108865,0.0499860012573,-0.657141054357,2.17061538115,0.0
82,8,Y1050184,-0.603621229322,-0.748539451908,-0.467895618932,-1.57075488103,-0.927057611334,-0.403723708919,18.4917871444,10.0
82,8,Y1050187,-0.603621229322,-0.439082790096,-0.638524220707,-1.21172519394,-0.485722570407,-0.657141054357,22.1064426721,20.0
82,8,Y1050194,-0.603621229322,-0.504924633035,-0.467895618932,1.48099745926,0.842446090498,-0.288534006164,25.3710092965,20.0
82,8,Y1050197,2.38707304291,1.0621112289,1.4090190006,0.0448787108865,2.39544580999,1.46234947198,72.0292430037,80.0
82,8,Y1050207,-0.149565682334,1.02919030743,-0.638524220707,2.19905683344,4.5979574765,-0.657141054357,55.7433550797,40.0
82,8,Y1050214,-0.163324940893,-0.616855766031,-0.297267017156,-0.314150976206,-0.0858841260671,-0.547710836844,18.8519159648,20.0
82,8,Y1050234,-0.603621229322,-1.26210582683,0.897133195273,-1.03221035039,-0.827132696407,-0.518913411328,5.19571235482,10.0
82,8,Y1050245,-0.603621229322,-1.06458029801,-0.638524220707,0.0448787108865,-0.652264095285,-0.657141054357,9.01333595687,10.0
82,8,Y1050254,-0.603621229322,-0.485172080153,2.77404781481,0.0448787108865,-0.277545664309,-0.0811925416198,22.5973641322,20.0
82,8,Y1050260,-0.0318475754067,0.851417331499,-0.638524220707,2.91711620762,1.72927971047,-0.657141054357,46.472492319,50.0
82,8,Y1050262,-0.603621229322,1.53617249806,-0.297267017156,1.12196777216,-0.585647485334,-0.173344303755,62.8599543659,50.0
82,9,Y1050167,0.607193562647,0.390524430929,0.214618788171,0.942452928617,-0.477395494163,-0.150306363134,38.9261635565,30.0
82,9,Y1050171,-0.603621229322,-0.978985902193,-0.467895618932,-0.13463613266,-0.600219868761,-0.449799589813,13.235794092,10.0
82,9,Y1050179,2.3453188213,1.55592505094,1.06776179705,-0.673180663298,0.611230940155,2.14588516676,87.1573697899,95.0
82,9,Y1050182,1.69930102169,1.30572604778,1.23839039882,-0.673180663298,0.200567296724,1.80791857955,78.6091400155,90.0
82,9,Y1050183,-0.603621229322,-1.27527419542,-0.638524220707,-1.57075488103,-0.927057611334,-0.657141054357,5.97918175206,10.0
82,9,Y1050198,2.4234157506,-0.050615916759,-0.638524220707,0.0448787108865,-0.377470579236,-0.657141054357,23.8393839967,20.0
82,9,Y1050199,-0.257674147978,-0.109873575404,1.23839039882,-0.852695506844,0.0166776962816,0.967033751237,45.1532166945,30.0
82,9,Y1050205,0.240279988149,1.30572604778,-0.12663841538,0.583423241525,0.0602560619304,2.06340933998,84.3456912818,88.0
82,9,Y1050222,-0.603621229322,0.680228539859,-0.638524220707,0.762938085071,-0.72165639729,-0.657141054357,40.7222150848,50.0
82,9,Y1050243,0.0017861666621,-0.867054769197,-0.638524220707,0.0448787108865,-0.469068417919,-0.657141054357,12.2048723616,10.0
82,9,Y1050257,-0.603621229322,1.07527959749,-0.467895618932,0.0448787108865,-0.0610416819671,-0.588027232843,50.1392861794,40.0
82,9,Y9999990,-0.348712851811,1.43740973365,-0.638524220707,0.0448787108865,0.269126891104,-0.657141054357,56.319769623,63.0
82,10,Y1050188,-0.603621229322,0.364187693754,1.06776179705,0.762938085071,0.0902335364917,0.402604208983,46.355287928,45.0
82,10,Y1050189,-0.0654813223188,1.41765718077,0.555875991722,2.01954198989,1.39064527653,2.08068779536,87.9005330274,91.0
82,10,Y1050203,-0.603621229322,-0.985570086487,-0.638524220707,-0.673180663298,-0.835459772651,-0.657141054357,10.498772693,10.0
82,10,Y1050215,-0.318723633206,-0.241557261281,-0.638524220707,0.0448787108865,-0.379552348297,-0.657141054357,24.543671817,20.0
82,10,Y1050217,-0.603621229322,-1.32794766977,-0.638524220707,-1.57075488103,-0.927057611334,-0.657141054357,4.55684430407,10.0
82,10,Y1050227,-0.603621229322,-0.801212926259,-0.467895618932,0.224393554433,-0.444087189187,-0.657141054357,13.4999950106,10.0
82,10,Y1050240,-0.603621229322,-1.2950267483,0.897133195273,0.0448787108865,-0.21509259248,-0.484356500571,4.0349400409,10.0
82,10,Y1050250,-0.603621229322,-1.49255227711,2.77404781481,-0.493665819752,-0.7688431627,-0.369166798161,0.0,10.0
82,10,Y1050252,-0.0654813223188,-1.14359050954,-0.638524220707,0.0448787108865,-0.452414265431,-0.657141054357,6.60845153355,10.0
82,10,Y1050256,4.23963793855,0.146909612057,0.214618788171,-0.493665819752,-0.693899476505,-0.397964223677,27.6616942251,30.0
82,10,Y1050266,1.45109478012,1.37815207501,-0.12663841538,1.12196777216,0.496872426375,-0.357647827678,56.5584862065,40.0
82,10,Y1050267,-0.603621229322,0.5287923011,-0.297267017156,-0.852695506844,-0.422853144765,0.0109592201694,48.0533083718,30.0
83,1,Y1050164,0.203588633605,-1.49255227711,-0.638524220707,-1.21172519394,-0.893749306359,-0.657141054357,0.144247631266,0.0
83,1,Y1050176,-0.603621229322,1.11478470325,0.726504593498,-0.493665819752,0.185717344033,2.64281354345,89.3312755905,90.0
83,1,Y1050217,-0.603621229322,-1.32794766977,-0.638524220707,-1.57075488103,-0.927057611334,-0.657141054357,4.16266983614,10.0
